bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count
2834,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain-David Lionel Smith-Sherley Anne Williams,3.79,195114159,9.7802E+12,eng,512,3671,56
2835,The Tragedy of Pudd'nhead Wilson,Mark Twain-Michael Prichard,3.79,140015068X,9.7814E+12,eng,0,3,0
2836,Bridge to Terabithia,Katherine Paterson-Donna Diamond,3.99,60734019,9.78006E+12,en-US,191,1764,148
2839,Bridge to Terabithia,Katherine Paterson,3.99,439366771,9.78044E+12,eng,128,362535,8360
2842,Bridge to Terabithia,Katherine Paterson,3.99,440841216,9.78044E+12,eng,128,100,19
2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writingâ€”and Loving Literature,Tara MacCarthy,5,439271711,9.78044E+12,eng,32,4,1
2846,The Great Gilly Hopkins,Katherine Paterson,3.84,380652196,9.78038E+12,eng,148,10,1
2847,Bread and Roses  Too,Katherine Paterson,3.76,618654798,9.78062E+12,eng,275,1954,289
2848,Blueberries for the Queen,John  Paterson-Katherine Paterson-Susan Jeffers,3.76,66239427,9.78007E+12,eng,32,108,21
2851,The Invisible Child,Katherine Paterson,4.26,525464824,9.78053E+12,eng,266,97,26
2855,A Short History of Decay,Emil M. Cioran-Richard Howard,4.26,1559704640,9.78156E+12,eng,186,1653,89
2860,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.44,078690206X,9.78079E+12,eng,313,37,1
2864,Girl with a Pearl Earring,Tracy Chevalier,3.87,452284937,9.78045E+12,eng,233,1134,126
2865,Girl with a Pearl Earring,Tracy Chevalier,3.87,452287022,9.78045E+12,eng,233,537907,6627
2866,Girl With a Pearl Earring,Tracy Chevalier,3.87,6513204,9.78001E+12,eng,248,1854,197
2868,The Golden Tulip,Rosalind Laker,3.92,385415605,9.78039E+12,eng,585,26,3
2871,Burning Bright,Tracy Chevalier,3.36,052594978X,9.78053E+12,eng,320,10584,1088
2872,Falling Angels,Tracy Chevalier,3.57,452283205,9.78045E+12,eng,336,19784,1184
2873,The Virgin Blue,Tracy Chevalier,3.66,452284449,9.78045E+12,eng,304,25334,1563
2874,The Lady and the Unicorn,Tracy Chevalier,3.68,965903532,9.78097E+12,eng,0,303,24
2875,Wenn Engel fallen,Tracy Chevalier,3.57,3471772537,9.78347E+12,ger,384,5,0
2877,Tom Hunter: Living in Hell and Other Stories,Tom Hunter-Tracy Chevalier-Colin Wiggins,3.58,1857093313,9.78186E+12,en-GB,80,40,0
2879,Bleach  Volume 15,Tite Kubo,4.42,1421506130,9.78142E+12,eng,208,19266,67
2880,Bleach  Volume 01,Tite Kubo,4.22,1591164419,9.78159E+12,eng,200,136795,1011
2881,Bleach  Volume 14,Tite Kubo,4.38,1421506122,9.78142E+12,eng,208,10019,71
2882,Bleach  Volume 11,Tite Kubo,4.36,1421502712,9.78142E+12,eng,208,8584,77
2883,Bleach  Volume 12,Tite Kubo,4.36,1421504030,9.78142E+12,eng,208,7914,75
2885,ãƒ‡ã‚_ãƒ_ãƒ_ãƒˆ 1: (é€€å±ˆ) [Desu NÅçto: Taikutsu]  (Death Note  #1),Tsugumi Ohba-Takeshi Obata,4.43,4088736214,9.78409E+12,jpn,195,223,38
2886,Death Note  Vol. 4: æÅ‹å¿ƒ (Death Note  #4),Tsugumi Ohba-Takeshi Obata,4.39,4088736710,9.78409E+12,jpn,204,451,12
2887,Death Note  Vol. 3: æ¿€èµ° (Death Note  #3),Tsugumi Ohba-Takeshi Obata,4.43,4088736524,9.78409E+12,jpn,194,396,9
2891,The Love Artist,Valerie Parv,3.25,263755819,9.78026E+12,eng,187,1,1
2893,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,373028601,9.78037E+12,eng,187,3,1
2895,Perfume: The Story of a Murderer,Patrick SÃ_skind-John E. Woods,4.02,307277763,9.78031E+12,eng,255,1095,183
2896,Das Parfum: Die Geschichte eines MÃ¶rders,Patrick SÃ_skind,4.02,3257228007,9.78326E+12,ger,321,8579,303
2898,Three Stories and a Reflection,Patrick SÃ_skind,3.57,747534934,9.78075E+12,eng,128,21,2
2899,The Pigeon,Patrick SÃ_skind,3.68,140105832,9.78014E+12,eng,77,5832,387
2900,The Story of Mr Sommer,Patrick SÃ_skind-Jean-Jacques SempÃ©,3.85,747566755,9.78075E+12,eng,128,1974,97
2906,Bleachâ€•ãƒ–ãƒªãƒ_ãƒÅâ€• 1 [BurÄ«chi 1] (Bleach  #1),Tite Kubo,4.22,4088732138,9.78409E+12,jpn,189,37,2
2907,Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,2723442276,9.78272E+12,fre,192,51,4
2910,The Worm Ouroboros,E.R. Eddison-Orville Prescott-James Stephens-Keith  Henderson,3.7,3452200131,9.78035E+12,eng,520,221,38
2912,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen-Steve Chorney,3.7,440410258,9.78044E+12,eng,80,112,13
2917,How Angel Peterson Got His Name,Gary Paulsen,3.93,440229359,9.78044E+12,eng,111,1139,214
2920,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.43,440419670,9.78044E+12,en-US,560,538,45
2921,Chicago Blues: The City and the Music,Mike  Rowe-Ronald Radano,3.88,306801450,9.78031E+12,eng,226,24,1
2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.25,156001454,9.78016E+12,eng,272,5128,793
2928,Brian's Winter,Gary Paulsen,4.01,385321988,9.78039E+12,en-US,133,65,11
2932,Robinson Crusoe,Daniel Defoe-Gerald McCann-Virginia Woolf,3.67,375757325,9.78038E+12,eng,320,198677,3809
2933,Robinson Crusoe,Daniel Defoe-John J. Richetti,3.67,141439823,9.78014E+12,eng,286,1415,134
2934,Robinson Crusoe,Daniel Defoe-Michael Shinagel,3.67,393964523,9.78039E+12,en-US,436,547,60
2936,Robinson Crusoe,Daniel Defoe,3.67,760704023,9.78076E+12,eng,397,70,8
2937,Robinson Crusoe,Daniel Defoe-Avi,3.67,689844085,9.78069E+12,eng,482,200,32
2940,Robinson Crusoe,Daniel Defoe,3.67,1587263882,9.78159E+12,eng,288,311,18
2942,A General History of the Pyrates,Daniel Defoe-Manuel Schonhorn-Charles   Johnson,3.79,486404889,9.78049E+12,eng,733,545,34
2949,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain-Paul Baender-Dahlia Armon-Walter Blair,3.85,520238958,9.78052E+12,eng,389,5,0
2952,Huck Finn and Tom Sawyer Among the Indians,Mark Twain-Lee Nelson,3.59,1555176801,9.78156E+12,eng,277,236,30
2953,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain-Guy Cardwell-Louis J. Budd,4.06,1883011884,9.78188E+12,en-US,808,32,3
2956,The Adventures of Huckleberry Finn,Mark Twain-Guy Cardwell-John Seelye,3.81,142437174,9.78014E+12,eng,327,1022438,11005
2958,Adventures of Huckleberry Finn,Mark Twain-E.W. Kemble,3.81,486443221,9.78049E+12,eng,368,142,16
2960,Adventures of Huckleberry Finn,Mark Twain-George Saunders,3.81,375757376,9.78038E+12,eng,244,671,37
2962,The Annotated Huckleberry Finn,Mark Twain-Michael Patrick Hearn-E.W. Kemble,3.81,393020398,9.78039E+12,eng,656,181,17
2965,The Wit and Wisdom of Mark Twain,Mark Twain,4.2,486406644,9.78049E+12,eng,64,934,51
2967,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain-Lin Salamo-Victor Fischer-Michael B. Frank,3.86,520242459,9.78052E+12,eng,221,494,69
2968,The Complete Short Stories of Mark Twain,Mark Twain-Charles Neider,4.28,553211951,9.78055E+12,eng,848,5618,137
2971,The Autobiography of Mark Twain,Mark Twain-Charles Neider,4.05,60955422,9.78006E+12,eng,508,2746,200
2973,Collected Tales  Sketches  Speeches  & Essays 1891â€“1910,Mark Twain-Louis J. Budd,4.39,940450739,9.78094E+12,eng,1050,199,9
2975,The Kite Runner,Khaled Hosseini,4.28,1594481776,9.78159E+12,eng,383,5241,592
2977,DragelÃ¸beren,Khaled Hosseini-Alis Friis Caspersen,4.28,8777147200,9.78878E+12,dan,258,11,0
2978,Lost Horizon,James Hilton,3.92,60594527,9.78006E+12,eng,241,11794,940
2988,Louisa May Alcott's Christmas Treasury,Louisa May Alcott-C. Michael Dudash-Stephen W. Hines,3.95,1589199502,9.78159E+12,eng,282,679,38
2989,Behind a Mask: The Unknown Thrillers of Louisa May Alcott,Louisa May Alcott-Madeleine B. Stern,3.76,688151329,9.78069E+12,eng,281,1019,108
2997,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,671019872,9.78067E+12,eng,361,1718,110
2998,The Secret Garden,Frances Hodgson Burnett,4.13,517189607,9.78052E+12,eng,331,725384,11113
3003,The Secret Garden,Frances Hodgson Burnett-Sandra M. Gilbert,4.13,451528832,9.78045E+12,eng,281,1709,114
3004,The Secret Garden,Martha Hailey DuBose-Frances Hodgson Burnett-Lucy Corvino-Arthur Pober,4.3,1402713193,9.7814E+12,eng,160,1346,72
3006,The Secret Garden,Frances Hodgson Burnett-Alison Lurie,4.13,142437050,9.78014E+12,en-GB,288,512,13
3008,A Little Princess,Frances Hodgson Burnett-Nancy Bond,4.19,142437018,9.78014E+12,eng,242,232387,4144
3014,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler-Frances Hodgson Burnett-Prudence See,4.28,60277408,9.78006E+12,eng,128,142,19
3023,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.31,465081452,9.78047E+12,eng,448,5357,396
3025,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.31,465002609,9.78047E+12,en-US,627,307,41
3040,Black Rednecks and White Liberals,Thomas Sowell,4.36,1594030863,9.78159E+12,eng,372,2282,270
3041,Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,465081436,9.78047E+12,eng,256,1466,121
3042,Knowledge And Decisions,Thomas Sowell,4.38,465037380,9.78047E+12,eng,422,720,44
3047,A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.32,465081428,9.78047E+12,eng,304,1668,150
3048,Sir Gawain and the Green Knight/Pearl/Sir Orfeo,Unknown-J.R.R. Tolkien-Christopher Tolkien,3.97,345277600,9.78035E+12,eng,214,1240,92
3051,Sir Gawain and the Green Knight,Selina Shirley Hastings-Juan Wijngaard,3.89,744520053,9.78074E+12,eng,29,58,9
3053,Alcoholics Anonymous,Alcoholics Anonymous,4.44,916856593,9.78092E+12,eng,250,22,0
3055,Alcoholics Anonymous,Alcoholics Anonymous,4.44,1893007162,9.78189E+12,en-US,576,466,28
3056,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.37,960989862,9.78096E+12,en-US,221,200,10
3061,The Natural Way to Draw,Kimon Nicolaides-Mamie Harmon,3.88,395530075,9.7804E+12,en-US,240,36530,79
3065,Natural Health  Natural Medicine,Andrew Weil,4.12,618479031,9.78062E+12,en-US,448,568,43
3066,The Fixer,Bernard Malamud-Jonathan Safran Foer,3.95,374529388,9.78037E+12,eng,335,8394,388
3067,The Complete Stories,Bernard Malamud-Robert Giroux,4.25,374525757,9.78037E+12,en-US,656,675,49
3068,The Assistant,Bernard Malamud-Jonathan Rosen,3.88,374504849,9.78037E+12,en-US,246,7880,306
3070,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4,878054901,9.78088E+12,eng,184,4,0
3072,The Tenants,Bernard Malamud-Aleksandar Hemon,3.66,374521026,9.78037E+12,eng,248,633,45
3075,Enchanted April: Acting Edition,Matthew Barber-Elizabeth von Arnim,3.59,822219751,9.78082E+12,eng,73,63,5
3084,April  May und June,Elizabeth von Arnim,3.89,345833422X,9.78346E+12,ger,88,0,0
3087,A Room with a View,E.M. Forster,3.9,1420925431,9.78142E+12,eng,119,120061,3224
3088,A Room with a View / Howards End,E.M. Forster-Benjamin DeMott,4.1,451521412,9.78045E+12,eng,449,2319,112
3100,E.M. Forster: Critical Guidebook,Lionel Trilling-E.M. Forster,3.52,811202100,9.78081E+12,eng,208,6,0
3101,The Longest Journey,E.M. Forster-Gilbert Adair-Elizabeth Heine,3.48,141441488,9.78014E+12,eng,416,1587,121
3102,Howards End,E.M. Forster,3.96,486424545,9.78049E+12,eng,246,54709,1429
3103,Maurice,E.M. Forster,4.01,393310329,9.78039E+12,eng,256,20440,892
3104,E. M. Forster: A Life,P.N. Furbank,4.11,156286513,9.78016E+12,eng,648,133,10
3105,Howards End,E.M. Forster,3.96,141183357,9.78014E+12,eng,352,367,26
3107,The Sixteen Pleasures,Robert Hellenga,3.58,385314698,9.78039E+12,eng,384,2636,334
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.18,1594200823,9.78159E+12,eng,450,147893,10334
3110,Assassination Vacation,Sarah Vowell,3.98,074326004X,9.78074E+12,eng,258,35231,3322
3113,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,1594200939,9.78159E+12,eng,336,3167,179
3117,The Rescue (Kidnapped  #3),Gordon Korman,4.11,439847796,9.78044E+12,eng,140,1818,111
3119,Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,439651417,9.78044E+12,eng,151,1892,81
3120,Public Enemies (On The Run  #5),Gordon Korman,4.19,439651409,9.78044E+12,eng,150,2024,72
3130,Runaway Bride,Deborah  Gordon,4.25,380777584,9.78038E+12,eng,390,8,0
3140,The Bridge on the Drina,Ivo AndriÄ‡-Lovett F. Edwards-William H. McNeill,4.33,226020452,9.78023E+12,eng,314,8401,463
3142,The Bridge over the Drina,Ivo AndriÄ‡,4.33,1860460585,9.78186E+12,eng,314,237,33
3143,Drina Dances in Exile,Jean Estoril,4.14,590430815,9.78059E+12,eng,188,234,8
3144,Drina Dances in Paris,Jean Estoril,4.16,750000333,9.78075E+12,eng,194,12,4
3145,Drina Ballerina,Jean Estoril,4.15,750005947,9.78075E+12,eng,188,6,1
3146,Drina Dances in Italy,Jean Estoril-Mabel Esther Allan,4.1,590425587,9.78059E+12,eng,190,185,8
3147,Le Pont sur la Drina,Ivo AndriÄ‡-Pascale Delpech,4.33,225393321X,9.78225E+12,fre,384,61,8
3149,Drina's Dancing Year,Jean Estoril,4.08,750012617,9.78075E+12,eng,176,10,1
3150,Drina Dances Again,Jean Estoril-Mabel Esther Allan,4.1,590425579,9.78059E+12,eng,186,219,6
3152,Drina Dances in Italy,Jean Estoril,4.1,750012633,9.78075E+12,eng,191,20,0
3153,Cindy macht ihren Weg,Jean Estoril-Mabel Esther Allan,4.1,3785533950,9.78379E+12,ger,112,3,0
3154,Cindy trÃ_umt vom Tanzen,Jean Estoril-Mabel Esther Allan,4.06,3785530889,9.78379E+12,ger,115,8,1
3155,Drina Goes on Tour,Jean Estoril-Mabel Esther Allan,4.25,750002468,9.78075E+12,eng,188,112,7
3156,Drina Dances in Madeira,Jean Estoril-Mabel Esther Allan,4.09,750002425,9.78075E+12,eng,164,138,6
3162,Selected Writings from Protagoras/Republic/Phaedrus/Gorgias,Plato,4.43,1904919103,9.7819E+12,eng,320,5,1
3167,Phaedrus/Apology/Crito/Symposium,Plato-Benjamin Jowett,4,1420926845,9.78142E+12,en-US,144,1,0
3178,The Phaedrus Of Plato,Plato,3.91,405048661,9.78041E+12,eng,203,7,2
3207,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato-Reginald E. Allen,4.14,300044887,9.7803E+12,eng,352,112,11
3224,Gorgias/MenÃ©xeno/Eutidemo/MenÃ_n/CrÃ¡tilo (DiÃ¡logos II),Plato-Carlos GarcÃ_a Gual-Julio Calonge Ruiz-Emilio Acosta MÃ©ndez-JosÃ© Luis Calvo-F.J. Olivieri,4.22,8424908872,9.78842E+12,spa,461,9,0
3231,Gorgias/Timaeus,Plato-Benjamin Jowett,3.74,486427595,9.78049E+12,eng,256,30,4
3232,Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle-W.S. Hett,4.57,674993381,9.78067E+12,grc,528,14,0
3248,Aristophanes I: Clouds/Wasps/Birds,Aristophanes-Peter Meineck-Ian C. Storey,3.76,872203603,9.78087E+12,eng,480,98,9
3254,The Trojan Women,Euripides-Gilbert Murray,3.87,1420927329,9.78142E+12,eng,80,4220,117
3258,Greek Tragedies  Vol. 2: Aeschylus: The Libation Bearers; Sophocles: Electra; Euripides: Iphigenia in Tauris  Electra  The Trojan Women,David Grene-David Grene-Aeschylus-Sophocles-Euripides,4.28,226307751,9.78023E+12,eng,304,315,12
3273,Moloka'i (Moloka'i #1),Alan Brennert,4.16,312304358,9.78031E+12,eng,405,85887,7741
3280,Teaching with the Brain in Mind,Eric Jensen,4.1,1416600302,9.78142E+12,eng,186,558,48
3283,Introducing Mind and Brain (Introducing...),Angus Gellatly-Oscar ZÃ¡rate-Richard Appignanesi,3.56,1840466383,9.78184E+12,en-GB,176,26,1
3290,Eva Luna,Isabel Allende-Margaret Sayers Peden,3.96,553383825,9.78055E+12,eng,320,422,23
3291,The Stories of Eva Luna,Isabel Allende,3.97,743217187,9.78074E+12,en-US,352,12501,372
3293,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende-Richard D. Woods-Kenneth M. Taggart,3.97,007001356X,9.78007E+12,eng,256,9,1
3294,Cuentos de Eva Luna,Isabel Allende,3.97,8401381630,9.7884E+12,spa,276,23,2
3298,El bosque de los pigmeos,Isabel Allende,3.76,60816198,9.78006E+12,spa,304,964,41
3299,De amor y de sombra,Isabel Allende,3.97,006095129X,9.78006E+12,spa,268,1443,77
3300,InÃ©s of My Soul,Isabel Allende-Margaret Sayers Peden,3.92,61161535,9.78006E+12,en-US,321,14871,1058
3301,La casa de los espÃ_ritus,Isabel Allende,4.22,60951303,9.78006E+12,spa,454,584,39
3302,El plan infinito,Isabel Allende,3.71,60951273,9.78006E+12,spa,336,451,28
3303,El reino del dragÃ_n de oro,Isabel Allende,3.84,60591714,9.78006E+12,spa,432,1061,49
3304,City of the Beasts (Eagle and Jaguar  #1),Isabel Allende-Margaret Sayers Peden,3.7,60535032,9.78006E+12,eng,408,17247,752
3311,Self,Yann Martel,3.41,571219764,9.78057E+12,eng,331,2265,140
3312,Schiffbruch mit Tiger,Yann Martel-Manfred AlliÃ©,3.9,3100478258,9.7831E+12,ger,381,57,7
3316,Die BrÃ_cke Ã_ber die Drina,Ivo AndriÄ‡-Ernst E. Jonas,4.33,3518399608,9.78352E+12,ger,407,9,0
3323,Drina Dances Again,Jean Estoril,4.1,356166856,9.78036E+12,eng,192,6,0
3325,Drina Dances in Switzerland,Jean Estoril-Jenny Sanders,4.03,750002441,9.78075E+12,eng,188,13,1
3340,The Story of Salt,Mark Kurlansky-S.D. Schindler,4.06,399239987,9.7804E+12,eng,48,350,78
3341,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky-Dalai Lama XIV,3.99,679643354,9.78068E+12,eng,203,724,93
3343,Boogaloo on 2nd Avenue,Mark Kurlansky,3.15,345448197,9.78035E+12,eng,319,182,25
3344,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.9,140275010,9.78014E+12,eng,294,923,103
3345,1968: The Year That Rocked the World,Mark Kurlansky,3.78,345455827,9.78035E+12,eng,480,1933,231
3346,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,345448146,9.78035E+12,eng,456,45,2
3347,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.84,140298517,9.78014E+12,eng,400,3259,313
3348,The Cod's Tale,Mark Kurlansky-S.D. Schindler,3.9,399234764,9.7804E+12,eng,48,127,25
3351,Open City 6: The Only Woman He Ever Left,Open City Magazine-James Purdy-Daniel Pinchbeck-Michael Cunningham-Deborah Garrison-Rem Koolhaas-Rick Moody-Strawberry Saroyan-Debra Garrison,0,189044717X,9.78189E+12,eng,200,0,0
3357,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,613359607,9.78061E+12,spa,254,84,5
3359,Angle of Repose,Wallace Stegner-Jackson J. Benson,4.27,141185473,9.78014E+12,eng,557,841,145
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.24,321344758,9.78032E+12,en-US,201,7623,651
3378,Generation X: Tales for an Accelerated Culture,Douglas Coupland,3.73,349108390,9.78035E+12,eng,211,21537,783
3384,Girlfriend in a Coma,Douglas Coupland,3.61,60987324,9.78006E+12,eng,288,15469,606
3388,Corelli's Mandolin,Louis de BerniÃ¨res,3.97,067976397X,9.78068E+12,eng,437,61387,1737
3402,Kiffe Kiffe Tomorrow,FaÃ¯za GuÃ¨ne-Sarah    Adams,3.38,156030489,9.78016E+12,eng,179,1026,127
3403,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.67,60984384,9.78006E+12,en-US,406,1049,112
3404,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.93,60184124,9.78006E+12,eng,480,129,28
3409,Temptations,Otis Williams-Patricia Romanowski,4.13,815412185,9.78082E+12,eng,304,90,16
3413,The Thorn Birds,Colleen McCullough,4.23,60837551,9.78006E+12,eng,673,516,62
3414,The Thorn Birds,Colleen McCullough,4.23,751506001,9.78075E+12,eng,591,71,2
3416,Caesar (Masters of Rome  #5),Colleen McCullough,4.36,60510854,9.78006E+12,eng,928,5825,119
3417,Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.24,380710846,9.78038E+12,eng,943,5277,153
3418,On  Off (Carmine Delmonico  #1),Colleen McCullough,3.5,743286421,9.78074E+12,eng,372,1139,171
3419,Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,517201666,9.78052E+12,en-US,768,40,7
3420,Morgan's Run,Colleen McCullough,3.94,671024183,9.78067E+12,eng,848,3394,186
3421,The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.28,671024205,9.78067E+12,eng,1110,4186,117
3422,The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.1,068809368X,9.78069E+12,eng,896,294,47
3424,The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.29,038071082X,9.78038E+12,eng,1104,9397,190
3425,Tim,Colleen McCullough,3.81,380711966,9.78038E+12,eng,288,150,17
3426,O'Brien's the Things They Carried,Jill Colella-CliffsNotes,3.66,764586688,9.78076E+12,eng,128,22,2
3431,The Five People You Meet in Heaven,Mitch Albom,3.92,1401308589,9.7814E+12,eng,196,494652,15885
3437,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.87,99450259,9.7801E+12,eng,272,15608,1537
3438,The Curious Incident of the Dog In the Night-time,Mark Haddon,3.87,99456761,9.7801E+12,eng,268,5903,724
3439,The Curious Incident of the Dog in the Night-time,Mark Haddon,3.87,385662238,9.78039E+12,eng,240,33,6
3444,Northern Lights,Tim O'Brien,3.3,767904419,9.78077E+12,eng,372,937,63
3445,If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,767904435,9.78077E+12,eng,225,7478,341
3446,Going After Cacciato,Tim O'Brien,3.9,767904427,9.78077E+12,eng,351,10041,613
3447,In the Lake of the Woods,Tim O'Brien,3.78,061870986X,9.78062E+12,eng,303,14031,1156
3449,The Nuclear Age,Tim O'Brien,3.44,140259104,9.78014E+12,eng,320,928,60
3462,The Rescue,Nicholas Sparks,4.1,446696129,9.78045E+12,eng,352,151617,3058
3463,A Bend in the Road,Nicholas Sparks,4.03,446696137,9.78045E+12,eng,341,123319,3173
3464,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.8,044669651X,9.78045E+12,eng,465,66639,2374
3465,Three Weeks With My Brother,Nicholas Sparks-Micah Sparks,4.02,446694851,9.78045E+12,eng,368,35997,2619
3466,The Wedding (The Notebook  #2),Nicholas Sparks,3.98,446615862,9.78045E+12,eng,276,124127,5221
3467,The People of Sparks,Jeanne DuPrau,3.66,375828257,9.78038E+12,eng,338,44751,3118
3468,El GuardiÃ¡n,Nicholas Sparks-RamÃ_n GonzÃ¡lez FÃ©rriz,4.15,8496284530,9.7885E+12,spa,444,28,3
3469,Nights in Rodanthe,Nicholas Sparks,3.83,446691798,9.78045E+12,en-US,212,1570,158
3471,Message in a Bottle,Nicholas Sparks,3.96,446606812,9.78045E+12,en-GB,370,2714,224
3473,A Walk to Remember,Nicholas Sparks,4.16,446693804,9.78045E+12,eng,240,555926,10210
3476,Icy Sparks,Gwyn Hyman Rubio,3.69,142000205,9.78014E+12,eng,320,36759,1155
3478,Message in a Bottle,Nicholas Sparks,3.96,446676071,9.78045E+12,eng,342,197377,3431
3479,Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato-Dana Cameron-Mary Dahiem-Suzanne Macpherson-Cait London-Kerrelyn Sparks-Mary Daheim,3.98,61136956,9.78006E+12,eng,327,1951,68
3483,Special Topics in Calamity Physics,Marisha Pessl,3.71,067003777X,9.78067E+12,eng,514,31644,4171
3491,The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.08,767920740,9.78077E+12,eng,192,78,9
3493,On Truth,Harry G. Frankfurt-Baruch Spinoza,3.52,030726422X,9.78031E+12,en-US,112,752,95
3507,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.14,312349486,9.78031E+12,eng,310,79641,1858
3509,Sharp Edges,Jayne Ann Krentz,3.86,671524097,9.78067E+12,eng,368,2794,73
3510,Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.07,074321076X,9.78074E+12,en-US,256,301,33
3513,The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.79,440420628,9.78044E+12,eng,74,53,7
3516,The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.74,440420636,9.78044E+12,eng,72,41,7
3517,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.14,739469053,9.78074E+12,eng,401,19,3
3519,The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.55,440420598,9.78044E+12,eng,80,56,7
3520,The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.47,307264122,9.78031E+12,eng,48,24,5
3525,Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,1421505479,9.78142E+12,eng,208,592,9
3529,The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.58,898705975,8987059752,en-US,276,571,55
3530,Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,4.09,1421505487,9.78142E+12,eng,208,696,17
3531,The Tutor's First Love,George MacDonald-Michael R. Phillips,4.07,087123596X,9.78087E+12,eng,238,359,21
3532,First Love,Ivan Turgenev-Constance Garnett,3.79,974607894,9.78097E+12,eng,124,5551,290
3536,Love @ First Site,Jane Moore,3.4,767916913,9.78077E+12,en-US,368,895,74
3544,The Boy in White,Tessa Kay,2.33,037306232X,9.78037E+12,eng,157,2,0
3545,First Love  Second Chance,Amanda Clark,3.73,373706405,9.78037E+12,eng,304,13,2
3551,A Broken Bow,Martha Humphreys,3.4,373061781,9.78037E+12,eng,157,5,0
